,anonID,success
722,VMOM4372,1.0
723,GSZZ1682,1.0
724,IIGP2543,1.0
725,AJIU4029,1.0
726,IFCY6039,1.0
727,VGQM1411,1.0
728,AIGP4102,1.0
729,CNDY5115,1.0
730,UPVQ4547,1.0
731,ZDYD4812,1.0
732,EKIA8010,1.0
733,IFVP9706,1.0
734,NNGC7392,1.0
735,ZRBC8468,1.0
736,JNEH3577,1.0
737,CUBX9737,0.0
738,UNDJ6307,1.0
739,OEYC9692,1.0
740,NXZX1810,1.0
741,SRDY3436,1.0
742,KODL6446,1.0
743,MPQN4202,1.0
744,ZZFV7438,1.0
745,BJMG2482,1.0
746,CSUJ9022,1.0
747,SXHK1494,1.0
748,OPUL3821,1.0
749,KECE2614,1.0
750,QADL8202,1.0
751,RBSF4474,1.0
752,MBFR9679,1.0
753,UWWU2609,1.0
754,HRGB4429,1.0
755,BVDZ2932,1.0
756,HMMM7944,1.0
757,DODG4041,1.0
758,SODW5460,1.0
759,ENGP9774,1.0
760,WIPS5792,1.0
761,ZMDI7911,1.0
762,MBBT9567,1.0
763,CFTU2281,1.0
764,WABW6848,1.0
765,QMPA2383,1.0
766,SKRN4124,1.0
767,SUUS8247,1.0
768,QSDM8551,1.0
769,JXTG5655,1.0
770,BBVG4688,1.0
771,KANY5020,1.0
772,SXZL7924,1.0
773,GYWM7568,1.0
774,XRZT5226,1.0
775,GBRE2290,1.0
776,PUHN6506,1.0
777,MEWX1243,1.0
778,LWDP7568,1.0
779,IQZQ8874,1.0
780,KWNV5180,1.0
781,KKCY6513,1.0
782,KCWD2239,1.0
783,UCQY5054,1.0
784,VPLH7367,1.0
785,MFSC9934,1.0
786,MAEC8711,1.0
787,VTUP2855,1.0
788,NIHE7248,1.0
789,HBZE2670,1.0
790,DQSB6389,1.0
791,JNCG2399,1.0
792,IPFM8867,1.0
793,LBZA1500,1.0
794,WSMN5030,1.0
795,ABBO8252,0.0
796,IVFY3427,1.0
797,NXJQ1983,1.0
798,IDXM8078,1.0
799,VTBJ4584,1.0
800,LKJF5015,1.0
801,XJCV1362,1.0
802,KIIK4632,1.0
803,ZNBO6388,1.0
804,OXMX5871,1.0
805,ISEP4368,1.0
806,RPQD1911,1.0
807,GRTE8966,1.0
808,JHME1477,1.0
809,BZZE6047,1.0
810,SSWE2937,1.0
811,RAMM5582,1.0
812,ANWC9829,1.0
813,QCSS6092,1.0
814,NATT9866,1.0
815,IPSP6737,1.0
816,MABB7527,1.0
817,CYYE1868,1.0
818,YOUP5284,0.0
819,LXDS3603,1.0
820,GSSH9065,1.0
821,MCQQ4838,1.0
822,VSBF4373,1.0
823,WKZP4286,1.0
824,WUDE3253,1.0
825,BQNY6521,1.0
826,OGJY8707,1.0
827,QLYF1489,1.0
828,TUCX6068,1.0
829,QYQV2404,1.0
830,AJNF6839,1.0
831,ILQH4645,1.0
832,KXKP7482,1.0
833,LYZH8858,1.0
834,FWEN2169,1.0
835,EUZV5663,1.0
836,FVUN1460,1.0
837,VJWU4226,1.0
838,FWRG8853,1.0
839,JBRB4332,1.0
840,QHNM2434,1.0
841,BJHR9886,1.0
842,FHXU4473,1.0
843,KSTE5012,1.0
844,XWGV3019,1.0
845,WDBT2667,1.0
846,XFUT9220,1.0
847,QCRS6893,1.0
848,NTGO2688,1.0
849,IXVB9716,1.0
850,WKAF6218,1.0
851,FONN6717,1.0
852,LDTU3269,1.0
853,QFOJ5705,1.0
854,BRYJ8775,1.0
855,NAQW6839,1.0
856,QQIZ9731,1.0
857,STVH5542,1.0
858,NFDT2753,1.0
859,NPQM6121,1.0
860,TTGM4612,1.0
861,RDHI4058,1.0
862,LKEK3364,1.0
863,HHZS3140,1.0
864,JPNI8935,1.0
865,HEPL3664,1.0
866,IHXJ2662,1.0
867,OKCR3734,1.0
868,JXGH3485,1.0
869,EJTZ7590,1.0
870,ZRUS3508,1.0
871,PLCF7476,1.0
872,QDXF9669,1.0
873,YPIA4247,1.0
874,RPTC9582,1.0
875,TMMH2021,1.0
876,IQAW4781,1.0
877,LAEB8134,1.0
878,BOZM8579,1.0
879,CGCL2090,1.0
880,CFGW1851,1.0
881,USOX5704,1.0
882,WZCR9052,1.0
883,ZXIJ2960,1.0
884,AWTH1999,1.0
885,RXBK8970,1.0
886,BRWE8984,1.0
887,FOOH2559,1.0
888,JGFN2622,1.0
889,IFQJ9578,1.0
890,RIRH9254,1.0
891,BQLT7819,1.0
892,EPRS3856,1.0
893,TVGI5605,1.0
894,JLLY9594,1.0
895,GFLK9619,1.0
896,KUCX9261,1.0
897,EWVO8113,1.0
898,JXFF1905,1.0
899,ETMT5892,1.0
900,DNDD1107,1.0
901,DUWW9096,1.0
902,LVSB7692,1.0
903,JJFT7009,1.0
904,QUDM7175,1.0
905,FPDY1581,1.0
906,KERP6680,1.0
907,FFYZ3088,1.0
908,KLLO7385,1.0
909,CFJB5505,1.0
910,SPBX1126,1.0
911,IWXS4272,1.0
912,MBPL2065,1.0
913,WLRP8761,1.0
914,RBJD3833,1.0
915,RYLC1210,1.0
916,AMLS4984,1.0
917,ZCXR2159,1.0
918,OJZD9943,1.0
919,CSZP1423,1.0
920,HWHK1180,1.0
921,CORD9963,1.0
922,VUEF5562,1.0
923,ASLO1669,1.0
924,TBTA1606,1.0
925,JXWY2465,1.0
926,TONA6138,1.0
927,IUXD4722,1.0
928,KWUM2225,1.0
929,XIQI6524,1.0
930,GXAM7266,1.0
931,LMII4686,1.0
932,ZJKY2552,1.0
933,VCDF2455,1.0
934,CRAW9213,1.0
935,IVUY3618,1.0
936,CFQH1829,1.0
937,UHIP5179,1.0
938,DTGJ2712,1.0
939,CDSM9446,1.0
940,TOOM2914,1.0
941,KPBW8020,1.0
942,CAPE8032,1.0
943,JMAV8227,1.0
944,PFOL2485,1.0
945,IRHP2795,1.0
946,KRGK3271,1.0
947,CNZD5576,1.0
948,NAUQ8107,1.0
949,JSCA3152,1.0
950,LLUI2195,1.0
951,KXZO4755,1.0
952,QMCW8235,1.0
953,TAAF9407,1.0
954,SRLS8915,1.0
955,AHOD7156,1.0
956,EMYM3860,1.0
957,LQKC8558,1.0
958,ARBN6325,1.0
959,WLXL2198,1.0
960,PUNU5059,1.0
961,HCHQ7389,1.0
962,BMQU1769,1.0
963,HTHQ7096,1.0
964,CQID8729,1.0
965,ZSRX6266,1.0
966,ENNH8785,1.0
967,EQXC9250,1.0
968,EAIX5610,1.0
969,WPXS2112,1.0
970,GBHR2191,1.0
971,KDHI4461,1.0
972,GPZS7551,1.0
973,ODNB3118,1.0
974,ZDEK6529,1.0
975,YXLH1242,1.0
976,CWQP2303,1.0
977,IPUD4007,1.0
978,IMJD7954,1.0
979,YOMJ4838,1.0
980,GCXM2999,1.0
981,VNJD2044,1.0
982,XWJE4211,1.0
983,YOUO3021,1.0
984,LBRG4083,1.0
985,IKCC1075,1.0
986,SUES5289,1.0
987,QDHB7894,1.0
988,EUGO9965,1.0
989,LFON5552,1.0
990,IZNL5159,1.0
991,ZILY4511,1.0
992,OJQI7808,1.0
993,DHIZ2476,1.0
994,IJDL4432,1.0
995,PHAE2429,1.0
996,NSLP5107,1.0
997,WBHR3048,1.0
998,KSNM1045,1.0
999,SFPB4075,1.0
1000,BSXY2189,1.0
1001,HAUC6980,1.0
1002,PMOD9827,1.0
1003,JUQM3000,1.0
1004,FAPE7904,1.0
1005,DBRE4316,1.0
1006,HPUH3194,1.0
1007,JOKK4457,1.0
1008,ZURY6660,1.0
1009,ENCX5315,1.0
1010,YHHK9875,1.0
1011,MHMW6952,1.0
1012,IWXS4619,1.0
1013,IEWG4988,1.0
1014,KFQB2017,1.0
1015,VXIP3367,1.0
1016,TFPY6923,1.0
1017,DMDB4805,1.0
1018,JCCT1305,1.0
1019,PVXL5596,1.0
1020,POPA8368,1.0
1021,IWFF7220,1.0
1022,MIOF8066,1.0
1023,IKHZ6065,1.0
1024,GXNM9856,1.0
1025,TDLB1020,1.0
1026,RMUH1117,1.0
1027,AWQV8266,1.0
1028,BXNV1642,1.0
1029,MBTX7562,1.0
1030,KKVL4269,1.0
1031,OGCA5679,1.0
1032,JTFC8160,1.0
1033,OAOE1246,1.0
1034,LFLO7019,1.0
1035,KLQA9743,1.0
1036,HEMN3594,1.0
1037,KZUT8571,1.0
1038,BPOQ7110,1.0
1039,ZUWT3464,1.0
1040,TUFK6922,1.0
1041,ITQE7893,1.0
1042,HXPB5439,1.0
1043,OOCL9444,1.0
1044,YOAI1371,1.0
1045,LPEC3181,1.0
1046,BIMW2946,1.0
1047,YMBO4087,1.0
1048,MGNZ7865,1.0
1049,HDTA1074,1.0
1050,JXCZ8252,1.0
1051,UCCJ1254,1.0
1052,HUYP2617,1.0
1053,NAWP4754,1.0
1054,ENES6929,1.0
1055,KVLA5206,1.0
1056,PPKH8761,1.0
1057,JVNB2251,1.0
1058,CRPV8942,1.0
1059,OBCL7063,1.0
1060,PVWK1077,1.0
1061,IGAP3982,1.0
